best_cv_average_precision,n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,scale_pos_weight
0.1945980388093617,505,0.01935490130743415,6,8.143896386217623,0.8803160088078168,0.6763924341591957,1.8189626972639938,0.04710360672821483,6.689025290681522,2.0439628923212636
